المدينة,التصنيف,المنتج,قطاع_العميل,مبلغ_التمويل,قيمة_القسط,تاريخ_الصرف,جنس_العميل,عمر_العميل,ألحاله_الإجتماعية,إحتياجات_خاصة,عدد_أفراد_الأسره,زود_الإدخاري,القيمة
بنك التنمية الإجتماعية فرع الرياض,حر,قرض النقل التشاركي,قطاع حكومي,109678.25,>= 1000,2024-07,ذكر,< 30,أعزب,سليم,غير معروف,0,0
بنك التنمية الإجتماعية بالمدينة المنورة,حر,قرض النقل التشاركي,قطاع حكومي,138725,>= 1000,2024-07,ذكر,>= 40,متزوج,سليم,غير معروف,1,0
بنك التنمية الإجتماعية فرع الطائف,حر,قرض النقل التشاركي,قطاع حكومي,129755,>= 1000,2024-07,ذكر,< 30,أعزب,سليم,غير معروف,0,0
بنك التنمية الإجتماعية بالإحساء,حر,قرض النقل التشاركي,قطاع حكومي,98164.5,>= 1000,2024-07,انثى,>= 40,مهجورة,سليم,غير معروف,1,0
بنك التنمية الإجتماعية بالمدينة المنورة,حر,قرض النقل التشاركي,قطاع حكومي,121755,>= 1000,2024-07,ذكر,>= 40,متزوج,سليم,غير معروف,0,0
بنك التنمية الإجتماعية فرع الرياض,حر,قرض النقل التشاركي,قطاع حكومي,142285,>= 1000,2024-07,ذكر,< 30,أعزب,سليم,غير معروف,0,0
بنك التنمية الإجتماعية فرع الطائف,حر,قرض النقل التشاركي,قطاع حكومي,129755,>= 1000,2024-07,ذكر,< 30,أعزب,سليم,غير معروف,0,0
بنك التنمية الإجتماعية فرع المجمعة,حر,قرض النقل التشاركي,قطاع حكومي,121755,>= 1000,2024-07,ذكر,>= 40,متزوج,سليم,غير معروف,0,0
بنك التنمية الإجتماعية فرع الطائف,حر,قرض النقل التشاركي,قطاع حكومي,291930.9,>= 1000,2024-07,ذكر,>= 40,متزوج,سليم,غير معروف,0,0
بنك التنمية الإجتماعية فرع الرياض,حر,قرض النقل التشاركي,قطاع حكومي,291930.9,>= 1000,2024-07,ذكر,>= 40,متزوج,سليم,غير معروف,0,0
بنك التنمية الإجتماعية فرع الرياض,حر,قرض النقل التشاركي,قطاع حكومي,291930.9,>= 1000,2024-07,ذكر,>= 30,متزوج,سليم,غير معروف,0,0
بنك التنمية الإجتماعية فرع الرياض,حر,قرض النقل التشاركي,قطاع حكومي,111928.25,>= 1000,2024-07,ذكر,>= 30,متزوج,سليم,غير معروف,1,0
بنك التنمية الإجتماعية فرع الرياض,حر,قرض النقل التشاركي,قطاع حكومي,291930.9,>= 1000,2024-07,ذكر,>= 30,متزوج,سليم,غير معروف,0,0
بنك التنمية الإجتماعية فرع بريدة,حر,قرض النقل التشاركي,قطاع حكومي,108282.75,>= 1000,2024-07,ذكر,>= 30,متزوج,سليم,غير معروف,0,0
بنك التنمية الإجتماعية فرع الرياض,حر,قرض النقل التشاركي,قطاع حكومي,149940,>= 1000,2024-07,ذكر,>= 30,أعزب,سليم,غير معروف,0,0
بنك التنمية الإجتماعية فرع الطائف,حر,قرض النقل التشاركي,قطاع حكومي,111928.25,>= 1000,2024-07,ذكر,>= 40,متزوج,سليم,غير معروف,1,0
بنك التنمية الإجتماعية فرع الرياض,حر,قرض النقل التشاركي,قطاع حكومي,121755,>= 1000,2024-07,ذكر,>= 30,متزوج,سليم,غير معروف,0,0
بنك التنمية الإجتماعية فرع الرياض,حر,قرض النقل التشاركي,قطاع حكومي,138440,>= 1000,2024-07,ذكر,< 30,أعزب,سليم,غير معروف,0,0
بنك التنمية الإجتماعية فرع جدة,حر,قرض النقل التشاركي,قطاع حكومي,111928.25,>= 1000,2024-07,ذكر,< 30,أعزب,سليم,غير معروف,0,0
بنك التنمية الإجتماعية فرع تبوك,حر,قرض النقل التشاركي,قطاع حكومي,108282.75,>= 1000,2024-07,ذكر,>= 40,متزوج,سليم,غير معروف,0,0
بنك التنمية الإجتماعية فرع الرياض,حر,قرض النقل التشاركي,قطاع حكومي,119928.25,>= 1000,2024-07,ذكر,< 30,أعزب,سليم,غير معروف,0,0
بنك التنمية الإجتماعية فرع جازان,حر,قرض النقل التشاركي,قطاع حكومي,129755,>= 1000,2024-07,ذكر,>= 40,متزوج,سليم,غير معروف,0,0
بنك التنمية الإجتماعية فرع الرياض,حر,قرض النقل التشاركي,قطاع حكومي,291930.9,>= 1000,2024-07,انثى,>= 30,متزوج,سليم,غير معروف,0,0
بنك التنمية الإجتماعية فرع نجران,حر,قرض النقل التشاركي,قطاع حكومي,190790,>= 1000,2024-07,ذكر,>= 30,متزوج,سليم,غير معروف,0,0
بنك التنمية الإجتماعية بمكة المكرمة,حر,قرض النقل التشاركي,قطاع حكومي,138835,>= 1000,2024-07,ذكر,>= 40,متزوج,سليم,غير معروف,0,0
بنك التنمية الإجتماعية فرع بيشة,حر,قرض النقل التشاركي,قطاع حكومي,116282.75,>= 1000,2024-07,ذكر,>= 40,متزوج,سليم,غير معروف,0,0
بنك التنمية الإجتماعية فرع الدمام,حر,قرض النقل التشاركي,قطاع حكومي,116282.75,>= 1000,2024-07,ذكر,>= 40,متزوج,سليم,غير معروف,0,0
بنك التنمية الإجتماعية فرع الرياض,حر,قرض النقل التشاركي,قطاع حكومي,121755,>= 1000,2024-07,ذكر,>= 30,متزوج,سليم,غير معروف,0,0
بنك التنمية الإجتماعية فرع جدة,حر,قرض النقل التشاركي,قطاع حكومي,291930.9,>= 1000,2024-07,ذكر,>= 40,متزوج,سليم,غير معروف,0,0
بنك التنمية الإجتماعية فرع جدة,حر,قرض النقل التشاركي,قطاع حكومي,128535,>= 1000,2024-07,ذكر,< 30,أعزب,سليم,غير معروف,0,0
بنك التنمية الإجتماعية فرع حفر الباطن,حر,قرض العمل الحر الموسمي,قطاع حكومي,19200,>= 1000,2024-07,انثى,>= 40,متزوج,سليم,غير معروف,0,0
بنك التنمية الإجتماعية فرع الرياض,حر,قرض العمل الحر الموسمي,قطاع حكومي,30000,>= 1000,2024-07,ذكر,>= 40,متزوج,سليم,غير معروف,0,0
بنك التنمية الإجتماعية فرع الرياض,حر,قرض العمل الحر الموسمي,قطاع حكومي,24000,>= 1000,2024-07,ذكر,>= 40,متزوج,سليم,غير معروف,0,0
بنك التنمية الإجتماعية فرع الرياض,حر,قرض العمل الحر الموسمي,قطاع حكومي,18000,>= 1000,2024-07,ذكر,>= 40,متزوج,سليم,غير معروف,0,0
بنك التنمية الإجتماعية فرع جازان,حر,قرض النقل التشاركي,قطاع حكومي,135023.15,>= 1000,2024-07,ذكر,< 30,أعزب,سليم,غير معروف,0,0
بنك التنمية الإجتماعية فرع الرياض,حر,قرض العمل الحر الموسمي,قطاع حكومي,21600,>= 1000,2024-07,ذكر,>= 30,أعزب,سليم,غير معروف,0,0
بنك التنمية الإجتماعية فرع نجران,حر,قرض العمل الحر الموسمي,قطاع حكومي,15600,>= 1000,2024-07,ذكر,>= 30,متزوج,سليم,غير معروف,0,0
بنك التنمية الإجتماعية فرع خميس مشيط,حر,قرض العمل الحر الموسمي,قطاع حكومي,12000,>= 1000,2024-07,ذكر,>= 30,متزوج,سليم,غير معروف,0,0
بنك التنمية الإجتماعية فرع بريدة,حر,قرض العمل الحر الموسمي,قطاع حكومي,21600,>= 1000,2024-07,ذكر,>= 30,أعزب,سليم,غير معروف,0,0
بنك التنمية الإجتماعية فرع خميس مشيط,حر,قرض العمل الحر الموسمي,قطاع حكومي,18000,>= 1000,2024-07,ذكر,< 30,متزوج,سليم,غير معروف,0,0
بنك التنمية الإجتماعية فرع تبوك,حر,قرض العمل الحر الموسمي,قطاع حكومي,12000,>= 1000,2024-07,ذكر,>= 40,متزوج,سليم,غير معروف,0,0
بنك التنمية الإجتماعية فرع نجران,حر,قرض العمل الحر الموسمي,قطاع حكومي,14400,>= 1000,2024-07,ذكر,>= 40,متزوج,سليم,غير معروف,0,0
بنك التنمية الإجتماعية فرع تبوك,حر,قرض العمل الحر نقدي,قطاع حكومي,120000,>= 1000,2024-07,ذكر,>= 30,متزوج,سليم,غير معروف,0,0
بنك التنمية الإجتماعية فرع ينبع,حر,قرض العمل الحر الموسمي,قطاع حكومي,15600,>= 1000,2024-07,ذكر,>= 40,متزوج,سليم,غير معروف,0,0
بنك التنمية الإجتماعية فرع بيشة,حر,قرض العمل الحر الموسمي,قطاع حكومي,24000,>= 1000,2024-07,ذكر,< 30,أعزب,سليم,غير معروف,0,0
بنك التنمية الإجتماعية فرع الرياض,إجتماعي,قرض زواج,قطاع حكومي,60000,>= 1000,2024-07,ذكر,>= 30,متزوج,سليم,>= 02,0,0
بنك التنمية الإجتماعية فرع الرياض,حر,قرض العمل الحر الموسمي,قطاع حكومي,30000,>= 1000,2024-07,انثى,>= 40,متزوج,سليم,غير معروف,0,0
بنك التنمية الإجتماعية فرع الطائف,حر,قرض العمل الحر نقدي,قطاع حكومي,120000,>= 1000,2024-07,ذكر,< 30,أعزب,سليم,غير معروف,0,0
بنك التنمية الإجتماعية فرع الرياض,حر,قرض العمل الحر الموسمي,قطاع حكومي,18000,>= 1000,2024-07,ذكر,>= 30,متزوج,سليم,غير معروف,0,0
بنك التنمية الإجتماعية بالإحساء,حر,قرض العمل الحر الموسمي,قطاع حكومي,19200,>= 1000,2024-07,ذكر,>= 40,متزوج,سليم,غير معروف,0,0
بنك التنمية الإجتماعية فرع ينبع,حر,قرض العمل الحر نقدي,قطاع حكومي,120000,>= 1000,2024-07,ذكر,>= 40,متزوج,سليم,غير معروف,0,0
بنك التنمية الإجتماعية فرع الطائف,حر,قرض العمل الحر الموسمي,قطاع حكومي,30000,>= 1000,2024-07,ذكر,>= 30,متزوج,سليم,غير معروف,0,0
بنك التنمية الإجتماعية فرع بريدة,حر,قرض العمل الحر الموسمي,قطاع حكومي,15600,>= 1000,2024-07,ذكر,>= 40,متزوج,سليم,غير معروف,0,0
بنك التنمية الإجتماعية بالمدينة المنورة,حر,قرض العمل الحر نقدي,متقاعد,68000,>= 1000,2024-07,ذكر,>= 30,متزوج,سليم,غير معروف,0,0
بنك التنمية الإجتماعية فرع الطائف,إجتماعي,قرض زواج,قطاع حكومي,60000,>= 1000,2024-07,ذكر,>= 30,متزوج,سليم,>= 02,0,0
بنك التنمية الإجتماعية بالمدينة المنورة,حر,قرض العمل الحر نقدي,قطاع حكومي,120000,>= 1000,2024-07,ذكر,>= 40,متزوج,سليم,غير معروف,0,0
بنك التنمية الإجتماعية فرع عرعر,إجتماعي,قرض زواج,قطاع حكومي,30000,< 1000,2024-07,ذكر,< 30,متزوج,سليم,>= 02,0,0
بنك التنمية الإجتماعية فرع بريدة,حر,قرض النقل التشاركي,قطاع حكومي,101000,>= 1000,2024-07,ذكر,>= 40,متزوج,سليم,غير معروف,0,0
بنك التنمية الإجتماعية بالمدينة المنورة,إجتماعي,قرض زواج,قطاع حكومي,60000,>= 1000,2024-07,ذكر,< 30,متزوج,سليم,>= 02,0,0
بنك التنمية الإجتماعية فرع حائل,حر,قرض العمل الحر نقدي,قطاع حكومي,120000,>= 1000,2024-07,ذكر,>= 30,أعزب,سليم,غير معروف,0,0
بنك التنمية الإجتماعية فرع خميس مشيط,حر,قرض العمل الحر الموسمي,قطاع حكومي,30000,>= 1000,2024-07,ذكر,>= 40,متزوج,سليم,غير معروف,0,0
بنك التنمية الإجتماعية فرع خميس مشيط,حر,قرض العمل الحر نقدي,قطاع حكومي,120000,>= 1000,2024-07,ذكر,< 30,متزوج,سليم,غير معروف,0,0
بنك التنمية الإجتماعية فرع الرياض,حر,قرض العمل الحر نقدي,قطاع حكومي,112000,>= 1000,2024-07,ذكر,>= 30,متزوج,سليم,غير معروف,0,0
بنك التنمية الإجتماعية فرع جازان,إجتماعي,قرض زواج,قطاع حكومي,60000,>= 1000,2024-07,ذكر,>= 30,متزوج,سليم,>= 02,0,0
بنك التنمية الإجتماعية فرع المجمعة,حر,قرض العمل الحر الموسمي,قطاع حكومي,30000,>= 1000,2024-07,ذكر,>= 40,متزوج,سليم,غير معروف,0,0
بنك التنمية الإجتماعية فرع خميس مشيط,حر,قرض العمل الحر نقدي,قطاع حكومي,120000,>= 1000,2024-07,ذكر,>= 30,متزوج,سليم,غير معروف,0,0
بنك التنمية الإجتماعية فرع جازان,حر,قرض العمل الحر الموسمي,قطاع حكومي,12000,>= 1000,2024-07,ذكر,>= 40,متزوج,سليم,غير معروف,0,0
بنك التنمية الإجتماعية فرع خميس مشيط,حر,قرض العمل الحر الموسمي,قطاع حكومي,16800,>= 1000,2024-07,ذكر,>= 40,متزوج,سليم,غير معروف,0,0
بنك التنمية الإجتماعية بالمدينة المنورة,حر,قرض العمل الحر نقدي,قطاع حكومي,80000,>= 1000,2024-07,ذكر,>= 30,متزوج,سليم,غير معروف,0,0
بنك التنمية الإجتماعية فرع الرياض,حر,قرض العمل الحر الموسمي,قطاع حكومي,30000,>= 1000,2024-07,ذكر,< 30,أعزب,سليم,غير معروف,0,0
